PLAYER_NAME,TEAM_ABBREVIATION,MIN,PTS_per_min,AST_per_min,STL_per_min,BLK_per_min,TREB_per_min,TOV_per_min,FG_PCT,PLUS_MINUS_per_min,CLUTCH_SCORE,PLAYER_ID
Stephen Curry,GSW,3.2,1.125,0.0937499999999999,0.0,0.03125,0.15625,0.0937499999999999,0.417,0.15625,0.4252937499999999,201939
T.J. McConnell,IND,3.1,0.6129032258064515,0.1935483870967742,0.032258064516129,0.0,0.1612903225806451,0.0,0.556,0.3870967741935484,0.3241483870967742,204456
Terry Rozier,MIA,4.0,0.25,0.05,0.0,0.0,0.05,0.025,0.269,-0.2,0.09315,1626179
Tobias Harris,DET,3.5,0.3142857142857143,0.0571428571428571,0.0285714285714285,0.0285714285714285,0.1142857142857143,0.0285714285714285,0.485,-0.1142857142857143,0.1570714285714285,202699
Toumani Camara,POR,3.5,0.2285714285714286,0.0285714285714285,0.0285714285714285,0.0,0.2,0.0285714285714285,0.455,-0.1428571428571428,0.1333571428571428,1641739
Trae Young,ATL,4.0,1.0,0.25,0.025,0.0,0.075,0.1,0.364,0.225,0.392025,1629027
Trey Murphy III,NOP,3.8,0.2894736842105263,0.0789473684210526,0.0526315789473684,0.0,0.1578947368421052,0.0789473684210526,0.2,0.1842105263157894,0.1568421052631579,1630530
Tyler Herro,MIA,4.5,0.5555555555555556,0.1111111111111111,0.0444444444444444,0.0222222222222222,0.1333333333333333,0.0666666666666666,0.308,-0.2444444444444444,0.2057999999999999,1629639
Tyrese Haliburton,IND,3.8,0.8157894736842106,0.2105263157894737,0.0789473684210526,0.0263157894736842,0.1052631578947368,0.0526315789473684,0.471,0.5526315789473685,0.3892052631578946,1630169
Tyrese Maxey,PHI,4.3,1.1395348837209305,0.1162790697674418,0.0465116279069767,0.0,0.0697674418604651,0.0465116279069767,0.466,-0.0930232558139535,0.4024139534883721,1630178
Victor Wembanyama,SAS,4.0,0.625,0.075,0.05,0.05,0.275,0.075,0.37,-0.225,0.2545,1641705
Walker Kessler,UTA,3.9,0.5128205128205129,0.0512820512820512,0.0,0.0769230769230769,0.4358974358974359,0.0,0.727,-0.6923076923076924,0.2335974358974359,1631117
Yves Missi,NOP,3.0,0.3,0.0333333333333333,0.0333333333333333,0.0333333333333333,0.1666666666666666,0.0333333333333333,0.571,-0.0999999999999999,0.1687666666666666,1642274
Zach LaVine,SAC,3.7,0.5135135135135135,0.054054054054054,0.0,0.0,0.1621621621621621,0.1081081081081081,0.347,-0.3783783783783783,0.1752405405405405,203897
